episode_no,file,title,status,sentence_index,episode_tickers,sentence_tickers,actions,instruments,contract_counts,strikes_or_spreads,prices_and_returns,evidence
6,2NdCFoZZGQk_美股实盘10万赚100万_88万了.md,美股实盘10万赚100万_88万了,usable,108,"NVDA, ORCL",,"buy, sell, take_profit, long",call,,,"止盈，4.5, 賣出了2.23, 買入的看漲期權，收益率102%, 102%",我在日內高點止盈，4.5賣出了2.23買入的看漲期權，收益率102%，賬戶來到了88萬，離100萬的目標只剩一步之遙。
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,5,"BTC, CAR, TSLA, ETH, LNG/Oil",,,call,,,,And this type of bet is a trading strategy that all of Wall Street's financial institutions are now employing called the Trump trade.
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,17,"BTC, CAR, TSLA, ETH, LNG/Oil",LNG/Oil,short,,,,,"Therefore, a victory for Trump could immediately trigger a sharp short-term rise in oil stocks."
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,20,"BTC, CAR, TSLA, ETH, LNG/Oil",,short,,,,,"So, a victory for Harris would most likely cause a rapid short-term surge in clean energy related stocks."
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,26,"BTC, CAR, TSLA, ETH, LNG/Oil",,short,,,,,"Therefore, in the short term, this move will undoubtedly be a major boon for the US financial industry."
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,27,"BTC, CAR, TSLA, ETH, LNG/Oil",,long,,,,,"But in the long run, weakening the regulation of financial institutions could exacerbate systemic risk and that was one of the triggers of the 2008 financial crisis."
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,30,"BTC, CAR, TSLA, ETH, LNG/Oil",,short,,,,$100,"Shortly after President Trump took office in 2016 with the support of a Republican controlled Congress, the defense budget for the 2017 to 2019 fiscal years was increased by more than $100 billion."
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,49,"BTC, CAR, TSLA, ETH, LNG/Oil",,sell,,,,,"Once Trump is elected, a large number of institutions will likely choose to sell the news, which means selling at a high price to lock in their profits."
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,58,"BTC, CAR, TSLA, ETH, LNG/Oil",,"long, short",,,,,Short-term US Treasury rates will fall and long-term rates will rise.
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,59,"BTC, CAR, TSLA, ETH, LNG/Oil",,short,,,,4.75%,The current short-term rate is 4.75%.
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,62,"BTC, CAR, TSLA, ETH, LNG/Oil",,short,,,,,A Fed rate cut is in effect a lowering of short-term interest rates.
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,63,"BTC, CAR, TSLA, ETH, LNG/Oil",,short,,,,,"So, if Trump is elected, short-term government bond rates are certain to fall."
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,64,"BTC, CAR, TSLA, ETH, LNG/Oil",,long,,,,,"As for long-term government bond rates, let's say the 30-year rate, the prevailing view on Wall Street is that they will rise."
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,66,"BTC, CAR, TSLA, ETH, LNG/Oil",,long,,,,,These factors usually lead to higher yields on long-term bonds.
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,68,"BTC, CAR, TSLA, ETH, LNG/Oil",,"long, short",,,,,"So, in order to achieve higher returns, we'll see a lot of capital from short-term government bonds flowing into long-term government bonds or the stock market."
7,3a50ghrGhIM_Trump Trade.md,Trump Trade,usable,95,"BTC, CAR, TSLA, ETH, LNG/Oil",,long,,,,,"As long as it's an investment, there will be risk."
8,45WE4s40nPE_格林兰事件.md,格林兰事件,usable,2,,,sell,,,,,分析師指出，這可能是更大範圍賣出美國資產的開始。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,7,"NVDA, AVGO, AMD",,cash,,,,,週一到週三，我一直保持空倉，隨你暴漲暴跌都與我無關。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,8,"NVDA, AVGO, AMD",NVDA,cash,,,,,就這樣，阿寶保持空倉，度過了英偉達財報，而果不其然，英偉達財報就擱著在那看人吶。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,11,"NVDA, AVGO, AMD",NVDA,,,,,,我根據英偉達的期權open interest判斷。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,12,"NVDA, AVGO, AMD",,,"call, put, stock",,180 call,股價上，剛好能同時殺死180 ,基於做市商殺期權原則，本週對於期權要多空雙殺，可以看到，在180的股價上，剛好能同時殺死180 call和put以及其他的所有期權。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,14,"NVDA, AVGO, AMD",,"buy, sell, open","call, butterfly","一張, 兩張, 一張","177.5 call, 180 call, 182.5 call","買入一張177.5 , 賣出兩張180 , 買入一張182.5 ",蝴蝶阿寶週四開倉的蝴蝶策略包括了買入一張177.5 call，賣出兩張180 call，買入一張182.5 call。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,15,"NVDA, AVGO, AMD",,buy,,,,買入的成本是0.68,我買入的成本是0.68。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,21,"NVDA, AVGO, AMD",,,"butterfly, stock",,,股價和180,假如你是阿寶，你看到血崩的股價和180的蝴蝶策略，你會怎麼做？
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,22,"NVDA, AVGO, AMD",,stop_loss,"butterfly, stock",,,收盤時股價仍然低於180,止損的扣一，硬扛扣二，要知道，倘若收盤時股價仍然低於180，那麼180的蝴蝶將血本無歸。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,23,"NVDA, AVGO, AMD",,stop_loss,,,,,所以我大概花了30秒收集資訊之後，就做出了決定，我止損了。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,24,"NVDA, AVGO, AMD",,stop_loss,butterfly,,,,我在開盤的幾分鐘內迅速的止損了180蝴蝶。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,27,"NVDA, AVGO, AMD",,"take_profit, stop_loss",,,,,你得學會止盈和止損。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,28,"NVDA, AVGO, AMD",,take_profit,,,,,什麼叫止盈，就是錢賺到一定的程度就別賺了。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,30,"NVDA, AVGO, AMD",,stop_loss,,,,,什麼叫止損？
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,35,"NVDA, AVGO, AMD",,,,,,,阿寶手把手教你們一套適合普通人做期權的倉位管理方法，我將之命名為凡人修仙法。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,36,"NVDA, AVGO, AMD",,,stock,,,"97%, 3%",拿你總資產的97%做正股，3%做期權。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,40,"NVDA, AVGO, AMD",,close,,,,,OK啊，我們回到主線，螢幕前的你是不是以為我就要這樣認栽離場了呢？
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,42,"NVDA, AVGO, AMD",,,,,,,我判斷因為marvell黑天鵝事件將週四做市商殺期權180的點位移動至了175。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,43,"NVDA, AVGO, AMD",,"open, stop_loss",butterfly,,,,因此，在迅速止損180蝴蝶之後，我在須臾之間反手開倉了新的策略。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,44,"NVDA, AVGO, AMD",,"buy, sell","call, butterfly","一張, 兩張, 一張","172.5 call, 175 call, 177.5 call","買入一張172.5 , 賣出兩張175 , 買入一張177.5 ",末日蝴蝶買入一張172.5 call，賣出兩張175 call，買入一張177.5 call。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,47,"NVDA, AVGO, AMD",NVDA,stop_loss,butterfly,,,收盤174.18,英偉達週五4點收盤174.18，阿寶憑藉著末日蝴蝶逆風翻盤，彎道超車，賬戶從早上止損時的10萬來到了16萬。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,48,"NVDA, AVGO, AMD",,,butterfly,,,,說起蝴蝶，很多群友請教阿寶鐵鷹策略，問阿寶鐵鷹比起蝴蝶怎麼樣？
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,49,"NVDA, AVGO, AMD",,,butterfly,,,,阿寶在這裡告訴大家，鐵鷹雖然穩健，但如果你和阿寶一樣，追求的是收益率的最大化，蝴蝶對於鐵鷹永遠是最終解，因為鐵鷹下注的是一個區間，而蝴蝶下注的是一個點位。
9,46vYLR6qZaQ_美股实盘挑战4千__100万 第13周.md,美股实盘挑战4千__100万 第13周,usable,50,"NVDA, AVGO, AMD",,open,butterfly,,,,做蝴蝶策略的核心的技巧方法就是先判斷最終收盤的點位，再找最臨近的行權價開倉蝴蝶，蝴蝶的翅膀越窄，最終的收益也就越大。
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,23,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",NVDA,buy,call,,122 call,$4,"I used the $4,000 and bought the Nvidia 122 call on Monday."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,24,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,,,,,The stock price was 120 when I bought.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,30,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,,,,,A lot of people had FOMO and bought on the rise.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,37,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,sell,,,,,But I chose to sell when the crowd was excited.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,52,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",NVDA,,call,,122 call,,The profit mainly came from this NVDA 122 call.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,53,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",NVDA,"buy, sell",call,,122 call,,The profit mainly came from this NVDA 122 call bought at 345 and sold at 1455.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,55,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,long,,,,,Can you take us along?
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,58,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,,,,,My judgment is that there is no buying power.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,60,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,,,,,I plan to consider buying after it's below 130.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,61,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",NVDA,buy,,,,,"If there is a huge correction, I will buy into Nvidia."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,67,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",CAR,"buy, sell",,,,,"Remember this sentence, buy when no one cares and sell when it's bustling."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,80,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,buy,call,35 contracts,132 strike,,"After the market stabilized, I chose to buy 35 contracts of the 132 strike call option for more recall on Monday, Wednesday, and Friday."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,82,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,call,000 contracts,140 call,,"Since the upper Ballinger band was at 139, and there were 94,000 contracts of the 140 call this week."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,83,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,,,,,"Based on the market makers principle of crushing options, I determined the block case would take profit in the 137 to 139 range."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,84,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,long,call,,132 call,,"I chose the 132 call for safety because as long as the stock price was above 136.5, I could make a profit."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,125,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,put,,,,"To put it simply, it's not exactly simple, but it's not that hard either."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,126,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,call,,,,"Basically, it's through options."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,127,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,,,,,Options and stocks are fundamentally related.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,150,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,short,,,,,"In short, it's impossible to predict."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,154,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,long,,,,,That convinced me to go long on this May's earnings report.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,155,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",NVDA,buy,call,,60140 call,,"Right before the market closed, I bought Nvidia 60140 calls."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,160,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,"long, all_in",,,,,"Over the past year, I went all in and went long on four earnings reports, and all four times the stock crashed."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,167,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,,,,,"The IV crash after the earnings report instantly slashed my option prices in half, and my principal was knocked right back to square one, or back to the starting point of 4,000 again."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,169,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,sell,,,,,"Whenever there's an earnings report, panic selling is inevitable."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,180,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,sell,call,,,,"My call option expires June 20th, so I haven't sold yet."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,182,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,"sell, long",,,,,"As long as I don't sell, it's not really a loss."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,186,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,long,,,,,"Not long ago, his trip to the Middle East sent the stock price soaring, didn't it?"
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,201,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",BTC,long,,,,,Bitcoin is my long-term investment while government bonds are for risk diversification.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,203,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,"long, all_in",,,,,These are all individual stocks held for the long term as value investments.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,207,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL","NVDA, BTC",long,,,,,"Nvidia will also go up to 150 and Bitcoin will hit 200,000 in the long run."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,215,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",NVDA,,call,,62140 call,,"And if you've been following me, you should know that this week my position has always been Nvidia's 62140 call options."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,218,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,,,,,"I believe that because there were too many options contracts last week, there was a situation where market makers crushed the options on Friday."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,219,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,,,,,,"So this week, in theory, the pressure from options that was holding down the stock price disappeared, allowing the stock to move up."
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,227,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,sell,,,,,Panic selling at every drop is rookie investor behavior.
10,4JO7DwX3yzI_How I turned 4k to 1million.md,How I turned 4k to 1million,usable,228,"NVDA, META, BTC, ASTS, CAR, TSLA, TSM/TSMC, AVGO, AMD, ETH, ORCL",,"sell, short","call, stock",,,,What you call cutting your losses is just giving your bloodstained shares to short sellers.
